Step,8-dim,16-dim,32-dim,64-dim,128-dim,256-dim,512-dim
225,3.119563579559326,2.867757797241211,2.7690536975860596,2.711373805999756,2.747314929962158,2.591273307800293,2.548170566558838
226,3.096360683441162,2.992128372192383,2.9045042991638184,2.7192015647888184,2.682328939437866,2.6349430084228516,2.6510815620422363
229,3.1783151626586914,2.8427038192749023,2.7139077186584473,2.7331385612487793,2.7178990840911865,2.505319118499756,2.5228559970855713
230,3.017259359359741,2.791627883911133,2.651817560195923,2.670361280441284,2.760782241821289,2.6809215545654297,2.6246461868286133
231,3.1260416507720947,2.8679909706115723,2.6234378814697266,2.714230537414551,2.786316394805908,2.584753036499023,2.4709579944610596
232,3.1118009090423584,2.692929267883301,2.6844193935394287,2.737694263458252,2.888096809387207,2.647738456726074,2.6059885025024414
233,3.0451436042785645,2.7911055088043213,2.7516283988952637,2.7334818840026855,2.76773738861084,2.551809310913086,2.5247936248779297
234,3.08301043510437,2.726922035217285,2.574307441711426,2.65716552734375,2.72201156616211,2.74080753326416,2.6278862953186035
237,2.9688854217529297,2.613088607788086,2.680912733078003,2.5562644004821777,2.659332752227783,2.4657280445098877,2.4074342250823975
238,3.029268741607666,2.7448196411132812,2.66874623298645,2.6058406829833984,2.5469295978546143,2.489419460296631,2.538849353790283
239,3.060990333557129,2.6450281143188477,2.531749725341797,2.5649993419647217,2.647243022918701,2.543088912963867,2.527546644210815
240,3.0433101654052734,2.8555657863616943,2.466623306274414,2.6993727684020996,2.6882593631744385,2.6733579635620117,2.5435996055603027
241,2.980795383453369,2.795379161834717,2.508070230484009,2.619823932647705,2.678189516067505,2.6001768112182617,2.4679927825927734
242,2.910987377166748,2.91988754272461,2.658060073852539,2.6584582328796387,2.775649070739746,2.485975980758667,2.6971492767333984
245,2.9398868083953857,2.7106082439422607,2.5286550521850586,2.5878548622131348,2.478848934173584,2.413148880004883,2.436337947845459
246,2.9516372680664062,2.754201889038086,2.496760368347168,2.720621347427368,2.8700060844421387,2.520334243774414,2.4703569412231445
247,2.9693737030029297,2.7369489669799805,2.6093897819519043,2.584644079208374,2.601475715637207,2.5347800254821777,2.5234575271606445
248,2.994772434234619,2.7073428630828857,2.6025209426879883,2.8063271045684814,2.6196165084838867,2.58420991897583,2.5738000869750977
249,3.084165096282959,2.5833301544189453,2.664801597595215,2.5265984535217285,2.639171838760376,2.6017587184906006,2.478325605392456
250,3.039834976196289,2.693202495574951,2.643765926361084,2.604508399963379,2.5822672843933105,2.5805511474609375,2.4660143852233887
253,2.952261209487915,2.631805658340454,2.54145884513855,2.4341962337493896,2.5818519592285156,2.4563674926757812,2.4438066482543945
254,2.8839149475097656,2.688749313354492,2.645017623901367,2.5513014793395996,2.656031608581543,2.4013476371765137,2.3602755069732666
255,2.897531270980835,2.688478708267212,2.587948799133301,2.5884315967559814,2.5220580101013184,2.5860204696655273,2.4622888565063477
256,2.978041410446167,2.7150368690490723,2.6586360931396484,2.6147122383117676,2.582557201385498,2.468518018722534,2.5343308448791504
257,3.0022974014282227,2.766117811203003,2.6065454483032227,2.6101605892181396,2.5441861152648926,2.481748580932617,2.539369583129883
258,2.994302272796631,2.767567873001098,2.5256876945495605,2.545098304748535,2.5225329399108887,2.5244107246398926,2.5783772468566895
261,3.063971519470215,2.665827751159668,2.5358896255493164,2.432187080383301,2.4031872749328613,2.391634464263916,2.4614219665527344
262,2.8978424072265625,2.6069846153259277,2.54014253616333,2.514042377471924,2.620915412902832,2.488461494445801,2.4689621925354004
263,3.00122332572937,2.646280288696289,2.60799789428711,2.509794235229492,2.71899938583374,2.545348644256592,2.4714365005493164
264,3.026630401611328,2.8885321617126465,2.533291816711426,2.479502439498902,2.5868663787841797,2.468842029571533,2.594852924346924
265,3.017467975616455,2.7638001441955566,2.5169711112976074,2.608564853668213,2.6284804344177246,2.447420120239258,2.3916163444519043
266,2.908627986907959,2.7181472778320312,2.7632346153259277,2.4374003410339355,2.696533203125,2.33410120010376,2.4325575828552246
269,2.937927722930908,2.5671823024749756,2.4674997329711914,2.5167129039764404,2.531980514526367,2.323683738708496,2.34928560256958
270,2.8281779289245605,2.713001251220703,2.58988618850708,2.3791818618774414,2.4674344062805176,2.2927136421203613,2.3212132453918457
271,2.8463776111602783,2.689603090286255,2.4726314544677734,2.486309051513672,2.4600532054901123,2.4316601753234863,2.3387343883514404
272,2.939997673034668,2.762490749359131,2.515890121459961,2.4625725746154785,2.568253517150879,2.50425386428833,2.381016492843628
273,2.94167423248291,2.7104361057281494,2.545999050140381,2.542529582977295,2.548919677734375,2.6595497131347656,2.4119415283203125
274,2.916888475418091,2.6121246814727783,2.5470218658447266,2.6684765815734863,2.5686895847320557,2.4512901306152344,2.323002576828003
275,2.80802059173584,2.6413817405700684,2.4769866466522217,2.4865593910217285,2.6796774864196777,2.6141183376312256,2.5154924392700195
278,2.977266788482666,2.569037437438965,2.565260887145996,2.4538612365722656,2.475473403930664,2.5892772674560547,2.4149467945098877
279,2.9883875846862793,2.7129623889923096,2.5434212684631348,2.4066238403320312,2.483731985092163,2.4393527507781982,2.36004376411438
280,2.999096393585205,2.649980306625366,2.482029914855957,2.4624412059783936,2.392117738723755,2.2823996543884277,2.4685487747192383
281,2.8848557472229004,2.6586127281188965,2.6618921756744385,2.5060834884643555,2.528982162475586,2.6024832725524902,2.475928783416748
282,2.8796539306640625,2.571989059448242,2.4167604446411133,2.5363945960998535,2.5641801357269287,2.4243388175964355,2.430605411529541
283,3.011981248855591,2.7188870906829834,2.559811592102051,2.574491024017334,2.6023247241973877,2.563389301300049,2.5454654693603516
286,2.76980972290039,2.547354936599731,2.402036428451538,2.430614471435547,2.5376813411712646,2.2224981784820557,2.2926414012908936
287,2.7739126682281494,2.6552374362945557,2.380675792694092,2.4090867042541504,2.3814449310302734,2.2821993827819824,2.300421714782715
288,2.8142640590667725,2.524794101715088,2.512470245361328,2.4221177101135254,2.313249111175537,2.580552577972412,2.3060336112976074
289,2.95155668258667,2.6469640731811523,2.3890199661254883,2.357583999633789,2.60074234008789,2.3112523555755615,2.5145115852355957
290,3.0304043292999268,2.5798745155334473,2.496636867523194,2.4029688835144043,2.4981303215026855,2.4739770889282227,2.425942897796631
291,2.898897647857666,2.7280831336975098,2.4497361183166504,2.472046136856079,2.4995570182800293,2.4919967651367188,2.4458789825439453
294,2.891868352890014,2.602719306945801,2.341519832611084,2.2476301193237305,2.435966968536377,2.104465961456299,2.271254539489746
295,2.762787103652954,2.6249008178710938,2.537590980529785,2.2296671867370605,2.322141647338867,2.310902833938598,2.286921977996826
296,2.879629135131836,2.6468427181243896,2.6796817779541016,2.410128593444824,2.4625186920166016,2.405092239379883,2.3108022212982178
297,2.829324245452881,2.59700608253479,2.461641788482666,2.4344699382781982,2.529627561569214,2.322707176208496,2.2393531799316406
298,3.002951145172119,2.571800470352173,2.4786887168884277,2.490910053253174,2.4910225868225098,2.3257107734680176,2.3474061489105225
